,Type,SMS
1403,ham,regist sinco paye log icicibankcom enter urn lt gt confirm bewar fraud share disclos urn anyon
1404,ham,cool fun practic make babi
1405,ham,actual get readi leav hous
1406,ham,kkani special today
1407,spam,urgent import inform user today lucki day find whi log onto http wwwurawinnercom fantast surpris await
1408,ham,got ta
1409,ham,got ten buck jay noncomitt
1410,ham,hungri
1411,ham,pl speak custom machan
1412,ham,somewher beneath pale moon light someon think u dream come true goodnit amp sweet dream
1413,ham,wen ur lovabl bcum angri wid u dnt take seriously coz angri childish n true way show deep affect care n luv kettoda manda nice day da
1414,spam,dear u invit xchat thi final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr
1415,ham,wat ur opinion abt abt charact
1416,ham,jay snicker tell x total fuck chord speak
1417,ham,nofew hour beforew hair cut
1418,ham,wonder co dun rem see silver car thk saw black one
1419,ham,lmao take pic send
1420,ham,speak onli feel word better silenc gud mrng
1421,ham,current scotland
1422,ham,work thi week
1423,spam,congratul ur award either cd gift voucher free entri weekli draw txt music tnc wwwldewcom winppmxage
1424,ham,lol great im get hungri
1425,ham,yes onli saw message
1426,ham,mu like lt gt second
1427,ham,ok
1428,ham,thing r good thanx got exam march ive done revis fran still boyf ive got ta interviw exet bit worri x
1429,ham,tell make littl spreadsheet track whose idea wa smoke determin smoke much entir month februari come
1430,spam,sale arsen dartboard good condit doubl trebl
1431,ham,nt look back build becaus coat nt want get sick hurri home wear coat gym
1432,ham,pain person thought alway tri keep everybodi happi time nobodi recognis alon
1433,ham,thank love wish rock
1434,ham,intrepid duo great time see soon
1435,ham,ask sen come chennai search job
1436,ham,dad went oredi
1437,ham,ju hope true missin co realli missin nt done anyth feel guilti yet
1438,ham,wat late still earli mah juz go dinner lor aiya dunno
1439,ham,arm fine cardiff uni
1440,ham,fact leav think addi goe back school tue wed
1441,ham,cool breez bright sun fresh flower twitter bird wait wish u goodmorn amp nice day
1442,ham,ya go restaurant
1443,ham,ok askd u knw tht
1444,spam,free st week entri textpod chanc win gb ipod cash everi wk txt pod ts cs wwwtextpodnet custcar
1445,ham,duck chinchilla
1446,ham,marriag function
1447,ham,look like u wil b get headstart im leav bout ish u r desper compani could head earlierw goin meet rummer
1448,ham,give fli monkey wot think certainli mind ani friend mine
1449,spam,regist optin subscrib ur draw gift voucher enter receipt correct bbc chart
1450,ham,say thanks
1451,ham,msg rajini come
1452,ham,ya ü take ure practic lesson start june
1453,ham,good becaus need drug
1454,ham,stupidit possibl
1455,ham,ü decid faster co si go home liao
1456,spam,summer final fanci chat flirt sexi singl yr area get match repli summer free join optout txt stop help
1457,ham,u sleep go take haha got spi wat onlin check n repli mail lor
1458,spam,clair havin borin time alon u wan na cum nite chat hope c u luv clair xx calls minmoremobsemspoboxpowa
1459,ham,fight world easi u either win lose bt fightng close u dificult u lose u lose u win u still lose
1460,spam,bought one rington get text cost pound offer tone etc
1461,ham,yalru lyfu astn chikku bt innu mundh lyf ali halla ke bilo marriag program edha lyf nt yet ovr chikkuali vargu lyfu meow meow
1462,ham,kinda first one get twelv aah speak tomo
1463,spam,urgent mobil xxxxxxxxx bonu caller prize thi nd attempt reach call asap
1464,ham,ok good later come find ü c lucki told ü go earlier later pple take finish ü
1465,ham,wat make u thk fall actual thk quit prone fall lucki dad home ask come n fetch alreadi
1466,spam,guarante latest nokia phone gb ipod mp player prize txt word collect tcllc nyusa pmt msgrcvd
1467,ham,account ha refil success inr lt decim gt keralacircl prepaid account balanc rs lt decim gt transact id kr lt gt
1468,ham,wont touch permiss
1469,spam,hi luci hubbi meetin day fri b alon hotel u fanci cumin pl leav msg day luci x calls minmobsmorelkpoboxhpfl
1470,ham,wonder world th th ur style th ur smile th ur person rd ur natur nd ur sm st ur love friendship good morn dear
1471,ham,take small dose tablet fever
1472,ham,oh u must taken real valentin shop first
1473,ham,sent email address incomm right
1474,ham,gon na blake night might abl get littl earli
1475,ham,friendship game play word say doesnt start march end may tomorrow yesterday today e
1476,ham,nice wait text right gon na pay ticket ya know
1477,ham,watch lotr w si di aft u wan meet dinner nite
1478,ham,whi keep away like thi
1479,ham,think far find check googl map place dorm
1480,ham,trip wa ok quit tire lor uni start today ok co take ani modul ju concentr final yr project
1481,ham,alway say welp
1482,ham,guy browsin compulsori
1483,ham,ok
1484,ham,puriti friendship two smile read forward messageit smile see name gud evng musthu
1485,ham,sorri call later
1486,ham,add nt realli care ca nt least get thi dude fuck hey money want
1487,ham,hello lover goe new job happi think wake slave send teas kiss across sea
1488,ham,told number gautham
1489,ham,tell need investig anywher
1490,ham,ok juz receive
1491,ham,cant believ said mani thing thi morn realli want say wa good morn love beauti morn see librari later
1492,spam,account ha credit free text messag activ txt word credit cs wwwbiz
1493,ham,end might still vomit okay everyth come
1494,ham,money money aint thing sha
1495,ham,ha everyth weather keep extra warm cold noth seriou pl lot vitamin c
1496,ham,hey gals anyon u go e drive centr tmr
1497,ham,alway yahoo messeng send messag ill get may send mobil mode sha ill get repli
1498,ham,put readi lt time gt
1499,ham,time n smile r two crucial thing life sometim time make us forget smile sometim someon smile make us forget time gud noon
1500,spam,sm ac jsco energi high u may know channel day ur leadership skill r strong psychic repli wquestion end repli end jsco
1501,ham,hostbas idp linux system
1502,spam,hot live fantasi call p per min ntt ltd po box croydon cr wb nation rate call
1503,ham,da plan
1504,ham,ill lt gt ok
1505,ham,oh god almost home
1506,ham,total video convert free download type thi googl search
1507,spam,thank vote sing along star karaok mobil free link repli sing
1508,ham,wen ur lovabl bcum angri wid u dnt take seriously coz angri childish n true way show deep affect care n luv kettoda manda nice day da
1509,ham,sound like someth someon test would sayi
1510,ham,u love someon dont make love u much u love much dont want love anyon except gud nit
1511,ham,pete thi phone still jenni colleg leannewhat
1512,ham,oop sorri check nt mind pick tomo half eight station would ok
1513,ham,hey sweet wa wonder moment might come want send file someon wo nt go yahoo becaus connect suck rememb set page go download format disc could tell know way download big file becaus download stuff directli internet ani help would great prey teas kiss
1514,ham,champ leav glasgow
1515,ham,k best congrat
1516,ham,wonder get thi text
1517,ham,need come home give good lovin
1518,spam,brand new mobil music servic live free music player arriv shortli instal phone brows content top artist
1519,ham,shall ask one thing dont mistak
1520,ham,check wid corect spele ie sarcasm
1521,spam,urgent mobil wa award bonu caller prize thi nd attempt contact call boxqu bt nation rate
1522,ham,angri happen dear
1523,ham,thk u dun haf hint e forum alreadi lor co told ron n darren go tell shuhui
1524,ham,yup ok thanx
1525,ham,hi ct employe
1526,ham,pl pl find aunt nike
1527,ham,wow love sooo much know bare stand wonder day goe well love think miss
1528,ham,scream mean shouting
1529,ham,hey happen de alright
1530,ham,pick receipt someth earlier
1531,ham,think chennai well settl
1532,ham,oh dang nt mean send lol
1533,ham,unfortun found pick sister airport even nt think go tri go one th
1534,ham,horribl bf v hungri
1535,ham,rememb day
1536,spam,nokia thi get win free auction take part send nokia hgsuiteland rowwjhl
1537,ham,feel mr real valentin yo valentin even tho u hardli play
1538,ham,sound good finger make difficult type
1539,ham,midnight earliest
1540,ham,sure tri make xavier smoke becaus nt want smoke told smoke much
1541,ham,k come nordstrom done
1542,ham,u konw waht rael friendship im gving yuo exmpel jsut ese tih msg evrey splle tih msg wrnog bt sitll yuo ra wihtuot ayn mitsake goodnight amp nice sleepsweet dreams
1543,ham,press confer da
1544,spam,hello orang month free access game news sport plu free text photo messag repli ye term appli wwworangecoukow
1545,ham,complet degre use join financ
1546,ham,good afternoon love ani job prospect miss lazi bleak hmmm happi fill love
1547,ham,shant disturb u anymor jia
1548,ham,bishan lar nearer need buy earli co buy got ta park car
1549,ham,dont know oh
1550,ham,dude sux snake got old raiden got buff
1551,ham,say hi get ass back south tampa prefer kegger
1552,ham,e msg ju u said thank gift
1553,ham,u
1554,ham,ok dear call chechi
1555,ham,yeah tote u wan na
1556,ham,ok found di pierr cardin one look normal cost sale
1557,ham,good sleep rhythm person ha establish rhythm bodi learn use want know
1558,ham,wat r u
1559,ham,messag truro hospit ext phone phone side
1560,ham,singl line big mean miss anyth ur best life nt miss ur best life anyth gud nyt
1561,ham,got ga money ani chanc gang want go grand natur adventur
1562,ham,dnt worri use ice piec cloth packalso take tablet
1563,ham,dude saw park car sunroof pop sux
1564,ham,get readi put excel sub face
1565,ham,tmrw im finish door
1566,ham,lt gt g saw day ago guy want sell wifi onli lt gt g lt gt whi blank
1567,ham,late
1568,ham,whatev im pretti piss
1569,ham,today accept dayu accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi
1570,ham,dont much imag class
1571,ham,got rumour go buy apart chennai
1572,ham,near kalainar tv officethenampet
1573,spam,ur cashbal current pound maxim ur cashin send go onli pmsg cc hgsuiteland rowwjhl
1574,spam,sm auction brand new nokia auction today auction free join take part txt nokia hgsuiteland rowwjhl
1575,ham,si catch e show e afternoon watch w c u wan watch today tmr lor
1576,ham,sound gd haha wah u yan jiu fast liao
1577,ham,nosi guess idk react freak
1578,ham,rememb hurt dure day satan impost mene pay price itmay destini keep go u said pray get mind get
1579,ham,make girl happi difficult make girl happi u onli need friend companion lover chef lt gt good listen lt gt organ lt gt good boyfriend lt gt veri clean lt gt sympathet lt gt athlet lt gt warm lt gt courag lt gt determin lt gt true lt gt depend lt gt intellig lt gt psychologist lt gt pest extermin lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniy pudunga venaam
1580,ham,whi princess bet brotha chase
1581,ham,shall book chez jule half eight ok
1582,ham,hhahhaahahah rofl wtf nig wa leonardo room someth
1583,ham,yep derek hous see sunday lt
1584,ham,cool let know befor kick around lt gt day
1585,ham,sorri call later
1586,ham,wa wonder would okay call uncl john let know thing nigeria r lt gt dollar year sent know strain plan pay back everi dime give everi dime expect anyth practic someth like
1587,ham,charg transfer charg withdraw anyhow like
1588,ham,dont search love let love find u whi call fall love bcoz u dont forc u fall u know smeon hold u bslvyl
1589,ham,let go bill miller
1590,ham,love set soul fire spark flame big rawr flame xoxo
1591,ham,somewhr someon sure made u god ha decid perfect time make u meet dat person till den enjoy ur crushes
1592,ham,honeymoon outfit
1593,ham,help propos go back tomorrow
1594,spam,privat account statement show unredeem point call identifi code expir
1595,ham,never blame day ur life good day give u happi bad day give u experi essenti life god bless good morn
1596,ham,pl confirm time collect chequ
1597,spam,regist subscrib yr draw gift voucher b enter receipt correct next olymp txt
1598,spam,urgent mobil number ha award prize guarante call land line claim valid hr onli ppm
1599,ham,daddi take good care
1600,ham,yeah probabl still got ta check leo
1601,ham,kthen ani special
1602,ham,carlo take hi sweet time usual let know patti donew smoke tell haul ass
1603,ham,ok pa noth problem
1604,ham,heard job go wildlif talk tonight u wantcom thatworzel wizzl whatev
1605,ham,god pick flower dippeditinadew lovingli touch itwhichturnedinto u gift tomeandsaid thi friend u
